Primary Campus,University,School Name,Course Name,Class Name,
,,,MS in Computer Engineering (2 Year Option),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Computer Engineering (3 Semesters) (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Cybersecurity,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Electrical Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Engineering Mechanics,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Human Computer Interaction (On-Campus),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Industrial Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Material Science & Engineering,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Mechanical Engineering (2 Year Option) (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Mechanical Engineering (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,College of Liberal Arts and Sciences,MS in Applied Mathematics (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Chemistry (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Computer Science (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Computer Science (Spring Intake),Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Earth Science (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Mathematics (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Physics (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Statistics,Fall 2024 Intake,1
,,Ivy College of Business,Master of Accounting,Fall 2024 Intake,1
,,,Master of Business Analytics (On-Campus),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,Master of Finance (MFin),Fall 2024 Intake,1
,,,MBA (Full-Time),Grad Year 2025,1
,,,,Grad Year 2026,1
,,,MS in Information Systems (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Information Systems (Spring Intake),Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,Jackson State University,"College of Science, Engineering and Technology",MS in Civil Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Computer Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Computer Science,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Electrical Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Environmental Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Geographical Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Telecommunications Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,John Carroll University,Boler College of Business,MBA (Full-Time) (Fall Intake),Fall 2024 Intake,1
,,,MS Accountancy (Fall Intake),Fall 2024 Intake,1
,Johns Hopkins University,Bloomberg School of Public Health,Master of Health Administration (MHA),Grad Year 2025,1
,,,,Grad Year 2026,1
,,,Master of Health Science (MHS),Grad Year 2025,1
,,,,Grad Year 2026,1
,,,Master of Public Health (MPH),Summer 2024 Intake,1
,,,,Summer 2025 Intake,1
,,,Master of Science (ScM),Grad Year 2025,1
,,,,Grad Year 2026,1
,,,MPH/MBA Dual Degree,Summer 2023 Intake,1
,,,,Summer 2024 Intake,1
,,,,Summer 2025 Intake,1
,,,MS in Public Health (MSPH),Grad Year 2025,1
,,,,Grad Year 2026,1
,,Carey Business School,MBA (Full-Time),Grad Year 2025,1
,,,,Grad Year 2026,1
,,,MS in Business Analytics and Risk Management,Fall 2024 Intake,1
,,,MS in Finance,Fall 2024 Intake,1
,,,MS in Health Care Management,Fall 2024 Intake,1
,,,MS in Information Systems,Fall 2024 Intake,1
,,Krieger School of Arts and Sciences,"MS in Biotechnology (Full-Time,On-Campus)",Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,School of Advanced International Studies,Master of Arts in International Economics and Finance,Fall 2024 Intake,1
,,,"Master of Arts in International Relations (MAIR) (Washington, DC only)",Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,"Master of Arts in Strategy, Cybersecurity, and Intelligence (MASCI)",Fall 2024 Intake,1
,,,Masters of International Public Policy,Fall 2024 Intake,1
,,,,Spring 2025 Intake,1
,,School of Nursing,MS in Nursing (Entry into Nursing) (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Nursing (Entry into Nursing) (Spring Intake),Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,Whiting School of Engineering,MA in Applied Mathematics and Statistics,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,Master's in Financial Mathematics,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Engineering Management,Fall 2024 Intake,1
,,,MS in Geography and Environmental Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Security Informatics (MSSI),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MSE in Applied Mathematics and Statistics,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MSE in Bioengineering Innovation and Design,Summer 2024 Intake,1
,,,MSE in Biomedical Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MSE in Chemical & Biomolecular Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MSE in Civil Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MSE in Computer Science,Fall 2023 Intake (3 Semesters),1
,,,,Fall 2024 Intake (3 Semesters),1
,,,MSE in Computer Science (Spring Intake),Spring 2024 Intake (3 Semesters),1
,,,,Spring 2025 Intake (3 Semesters),1
,,,MSE in Data Science,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MSE in Electrical and Computer Engineering (Full-Time),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MSE in Financial Mathematics,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MSE in Materials Science and Engineering (Full-Time) (With Essay),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MSE in Materials Science and Engineering (Full-Time) (Without Essay),Fall 2024 Intake,1
,,,MSE in Mechanical Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MSE in Robotics,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MSE in Systems Engineering,Fall 2024 Intake,1
,Kansas State University,College of Business Administration,MBA (Full-time),Fall 2024 Intake,1
,,,MS in Data Analytics (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Data Analytics (Spring Intake),Spring 2025 Intake,1
,,College of Engineering,MS in Computer Science,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Computer Science (Spring Intake),Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,Graduate School,MS in Chemistry,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,Keck Graduate Institute,Henry E. Riggs School of Applied Life Sciences,"MS in Applied Life Sciences (Full Time, On-Campus)",Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Human Genetics and Genomic Data Analytics,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,School of Pharmacy and Health Sciences,"MS in Human Genetics and Genetic Counseling (On-Campus, Full Time)",Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,"MS in Human Genetics and Genomic Data Analytics (On-Campus, Full Time)",Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2023 Intake,1
,Kent State University,Ambassador Crawford College of Business and Entrepreneurship,Dual Degree MBA/Public Health,Fall 2024 Intake,1
,,,EMBA,Grad Year 2025,1
,,,,Grad Year 2026,1
,,,MA in Economics,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,"MBA (Full-Time, In-Person)",Fall 2024 Intake,1
,,,MS in Business Analytics,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,College of Arts and Sciences,MA in Applied Mathematics (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MA in Geography,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,Master's in Computer Science,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Summer 2023 Intake,1
,,,,Summer 2024 Intake,1
,,,,Summer 2025 Intake,1
,,,Master's in Computer Science (Spring Intake),Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Applied Mathematics (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Artificial Intelligence,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Biological Sciences - Cell Biology and Molecular Genetics,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Biological Sciences - Ecology and Evolutionary Biology,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Biomedical Sciences - Neurosciences,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Biomedical Sciences - Pharmacology,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Chemistry,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024,1
,,,,Spring 2025,1
,,,MS in Data Science (Non-Thesis Option),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,,Summer 2024 Intake,1
,,,MS in Geology (Full-Time) (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in in Biological Sciences - Integrative Physiology and Neurobiology,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Mathematics (Thesis option),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Physics,Fall 2024 Intake,1
,,,,Spring 2024,1
,,,,Spring 2025,1
,La Salle University,School of Business,Full-Time MBA,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Business Systems and Analytics,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,One-Year MBA,Fall 2024 Intake,1
,Lake Erie College of Osteopathic Medicine,Lake Erie College of Osteopathic Medicine,MS in Medical Science,Fall 2024 Intake,1
,Lamar University,College of Arts and Science,MS in Computer Science (Non-Thesis Option),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Computer Science (Non-Thesis Option) (Summer Intake),Summer 2023 Intake,1
,,,,Summer 2024 Intake,1
,,,,Summer 2025 Intake,1
,,,MS in Computer Science (Thesis Option),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,College of Business,MS in Management Information Systems (On-Campus),Fall 2023 Intake (2 Years),1
,,,,Fall 2024 Intake,1
,,,,Fall 2024 Intake (2 Years),1
,,,,Spring 2024 Intake (2 Years),1
,,,,Spring 2025 Intake,1
,,College of Engineering,ME in Chemical Engineering,Fall 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,,Summer 2023 Intake,1
,,,,Summer 2024 Intake,1
,,,,Summer 2025 Intake,1
,,,ME in Industrial Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,,Summer 2023 Intake,1
,,,,Summer 2024 Intake,1
,,,,Summer 2025 Intake,1
,,,MEM in Engineering Management,Fall 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,,Summer 2023 Intake,1
,,,,Summer 2024 Intake,1
,,,,Summer 2025 Intake,1
,,,MEM in Industrial Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MEng in Civil Engineering,Fall 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,,Summer 2023 Intake,1
,,,,Summer 2024 Intake,1
,,,,Summer 2025 Intake,1
,,,MEng in Electrical Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,,Summer 2024 Intake,1
,,,MEng in Mechanical Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Summer 2023 Intake,1
,,,,Summer 2024 Intake,1
,,,,Summer 2025 Intake,1
,,,MEng in Mechanical Engineering (Spring Intake),Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MES in Chemical Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MES in Chemical Engineering (Spring Intake),Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MES in Civil Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,,Summer 2023 Intake,1
,,,,Summer 2024 Intake,1
,,,,Summer 2025 Intake,1
,,,MES in Electrical Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,,Summer 2024 Intake,1
,,,MES in Industrial Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,,Summer 2024 Intake,1
,,,MES in Mechanical Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,,Summer 2023 Intake,1
,,,,Summer 2024 Intake,1
,,,,Summer 2025 Intake,1
,,,MS in Engineering Management,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Environmental Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,Lawrence Technological University,College of Arts and Sciences,"MS in Computer Science (Full-Time, On-Campus)",Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,,Summer 2023 Intake,1
,,,,Summer 2024 Intake,1
,,,,Summer 2025 Intake,1
,,College of Business & IT,MS in Business Data Analytics,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Information Technology,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,,Summer 2024 Intake,1
,,College of Engineering,Master of Construction Engineering Management,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,,Summer 2024 Intake,1
,,,Master of Engineering Management (On-campus),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,,Summer 2024 Intake,1
,,,MS in Artificial Intelligence,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,,Summer 2024 Intake,1
,,,MS in Automotive Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Biomedical Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Cardiovascular Perfusion (Full-Time),Fall 2023,1
,,,,Fall 2024,1
,,,MS in Civil Engineering,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,,Summer 2024 Intake,1
,,,MS in Electrical and Computer Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Engineering Quality (On-campus),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Industrial Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Mechanical Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,,Summer 2024 Intake,1
,,,MS in Mechatronics and Robotics Engineering,Fall 2023,1
,,,,Fall 2024,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,,Summer 2024 Intake,1
,Lehigh University,College of Arts and Sciences,MS in Applied Mathematics,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Mathematics,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Statistics,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,College of Business,MS in Applied Economics (Full Time),Fall 2024 Intake,1
,,,MS in Business Analytics,Summer 2024 Intake,1
,,,MS in Financial Engineering,Fall 2024 Intake,1
,,,MS in Management (Fall Intake),Fall 2024 Intake,1
,,,One-Year MBA,Grad Year 2025,1
,,,,Grad Year 2026,1
,,College of Engineering and Applied Science,M.Eng in Electrical Engineering (Full-Time Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,M.Eng in Industrial and Systems Engineering (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,M.Eng in Technical Entrepreneurship (Summer Intake),Summer 2024 Intake,1
,,,MEng in Biological Chemical Engineering (Non-Thesis),Fall 2024 Intake,1
,,,MEng in Chemical Engineering,Fall 2024 Intake,1
,,,MEng in Civil Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MEng in Computer Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MEng in Computer Science,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,"MEng in Environmental Engineering (Full-Time, On-Campus)",Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,"MEng in Materials Science Engineering (Full-Time, On-Campus)",Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MEng in Polymer Science and Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MEng in Structural Engineering,Summer 2024 Intake,1
,,,,Summer 2025 Intake,1
,,,MS Computer Science (Full-Time Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,"MS in Bioengineering (Full Time, On-Campus)",Fall 2024 Intake,1
,,,MS in Chemical Engineering,Fall 2024 Intake,1
,,,MS in Civil Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Computer Engineering (Non-Thesis),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Data Science,Fall Intake 2024,1
,,,MS in Electrical Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Environmental Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Industrial and Systems Engineering (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,"MS in Materials Science (Full-Time, On-Campus)",Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Mechanical Engineering (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,"MS in Mechanical Engineering (Full-Time, On-Campus)",Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Photonics,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Polymer Science and Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Structural Engineering,Summer 2024 Intake,1
,,,,Summer 2025 Intake,1
,Lincoln Memorial University,Caylor School of Nursing,MSN - Family Nurse Practitioner,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MSN - Family Psychiatric Mental Health Nurse Practitioner,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,DeBusk College of Osteopathic Medicine,MS in Biomedical Science,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,Lipscomb University,College of Business,Fast Track MBA,Fall 2024 Intake,1
,,,Master of Accountancy,Fall 2024 Intake,1
,,,Professional MBA,Fall 2024 Intake,1
,Loma Linda University,School of Dentistry,International Dentist Program (DDS),Grad Year 2025,1
,,,,Grad Year 2026,1
,,,,Grad Year 2027,1
,,School of Public Health,MPH (Epidemiology),Fall 2023 Intake,1
,,,,Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,,Summer 2023 Intake,1
,,,,Summer 2024 Intake,1
,,,,Summer 2025 Intake,1
,Long Island University - Brooklyn,School of Business,MS Data Analytics & Strategic Business Intelligence,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Computer Science,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,School of Computer Science and Innovation,"M.S in Pharmaceutics - Cosmetics Science - (FT, On-Campus)",Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,"M.S in Pharmaceutics - IP (FT, On-Campus)",Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,"MS in Artificial Intelligence (FT, On-Campus)",Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,Louisiana State University,Health Sciences Center - School of Dentistry,Internationally Educated Dentists Program,July 2024 Start,1
,,Health Sciences Center - School of Public Health,Master of Public Health (MPH),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Summer 2024 Intake,1
,,,MS in Biostatistics,Fall 2024 Intake,1
